@relation EX1Z7279C60U_Exp22_RMS

@attribute RFLP_RMS_AatII numeric
@attribute RFLP_RMS_AbsI numeric
@attribute RFLP_RMS_AccI numeric
@attribute RFLP_RMS_AclI numeric
@attribute RFLP_RMS_AcyI numeric
@attribute RFLP_RMS_AflII numeric
@attribute RFLP_RMS_AflIII numeric
@attribute RFLP_RMS_AgeI numeric
@attribute RFLP_RMS_AgsI numeric
@attribute RFLP_RMS_AhaIII numeric
@attribute RFLP_RMS_AluI numeric
@attribute RFLP_RMS_AlwNI numeric
@attribute RFLP_RMS_AoxI numeric
@attribute RFLP_RMS_ApaBI numeric
@attribute RFLP_RMS_ApaI numeric
@attribute RFLP_RMS_ApaLI numeric
@attribute RFLP_RMS_ApoI numeric
@attribute RFLP_RMS_AscI numeric
@attribute RFLP_RMS_AsuI numeric
@attribute RFLP_RMS_AsuII numeric
@attribute RFLP_RMS_AvaI numeric
@attribute RFLP_RMS_AvaII numeric
@attribute RFLP_RMS_AvrII numeric
@attribute RFLP_RMS_BalI numeric
@attribute RFLP_RMS_BamHI numeric
@attribute RFLP_RMS_BclI numeric
@attribute RFLP_RMS_BetI numeric
@attribute RFLP_RMS_BglI numeric
@attribute RFLP_RMS_BglII numeric
@attribute RFLP_RMS_BisI numeric
@attribute RFLP_RMS_BsaAI numeric
@attribute RFLP_RMS_BsaBI numeric
@attribute RFLP_RMS_BsePI numeric
@attribute RFLP_RMS_BseSI numeric
@attribute RFLP_RMS_BsiYI numeric
@attribute RFLP_RMS_Bsp1407I numeric
@attribute RFLP_RMS_BspHI numeric
@attribute RFLP_RMS_BspLU11I numeric
@attribute RFLP_RMS_BspMII numeric
@attribute RFLP_RMS_BstEII numeric
@attribute RFLP_RMS_BstXI numeric
@attribute RFLP_RMS_Cac8I numeric
@attribute RFLP_RMS_CauII numeric
@attribute RFLP_RMS_Cfr10I numeric
@attribute RFLP_RMS_CfrI numeric
@attribute RFLP_RMS_ClaI numeric
@attribute RFLP_RMS_CviJI numeric
@attribute RFLP_RMS_CviRI numeric
@attribute RFLP_RMS_DdeI numeric
@attribute RFLP_RMS_DpnI numeric
@attribute RFLP_RMS_DraII numeric
@attribute RFLP_RMS_DraIII numeric
@attribute RFLP_RMS_DrdI numeric
@attribute RFLP_RMS_DsaI numeric
@attribute RFLP_RMS_Eam1105I numeric
@attribute RFLP_RMS_Eco47III numeric
@attribute RFLP_RMS_EcoNI numeric
@attribute RFLP_RMS_EcoRI numeric
@attribute RFLP_RMS_EcoRII numeric
@attribute RFLP_RMS_EcoRV numeric
@attribute RFLP_RMS_EspI numeric
@attribute RFLP_RMS_FaiI numeric
@attribute RFLP_RMS_Fnu4HI numeric
@attribute RFLP_RMS_FnuDII numeric
@attribute RFLP_RMS_FseI numeric
@attribute RFLP_RMS_FspAI numeric
@attribute RFLP_RMS_GlaI numeric
@attribute RFLP_RMS_HaeI numeric
@attribute RFLP_RMS_HaeII numeric
@attribute RFLP_RMS_HaeIII numeric
@attribute RFLP_RMS_HgiAI numeric
@attribute RFLP_RMS_HgiCI numeric
@attribute RFLP_RMS_HgiJII numeric
@attribute RFLP_RMS_HhaI numeric
@attribute RFLP_RMS_HindII numeric
@attribute RFLP_RMS_HindIII numeric
@attribute RFLP_RMS_HinfI numeric
@attribute RFLP_RMS_HpaI numeric
@attribute RFLP_RMS_HpaII numeric
@attribute RFLP_RMS_Hpy178III numeric
@attribute RFLP_RMS_Hpy188I numeric
@attribute RFLP_RMS_Hpy99I numeric
@attribute RFLP_RMS_KpnI numeric
@attribute RFLP_RMS_KroI numeric
@attribute RFLP_RMS_MaeI numeric
@attribute RFLP_RMS_MaeII numeric
@attribute RFLP_RMS_MaeIII numeric
@attribute RFLP_RMS_MauBI numeric
@attribute RFLP_RMS_MboI numeric
@attribute RFLP_RMS_McrI numeric
@attribute RFLP_RMS_MfeI numeric
@attribute RFLP_RMS_MluI numeric
@attribute RFLP_RMS_MseI numeric
@attribute RFLP_RMS_MslI numeric
@attribute RFLP_RMS_MstI numeric
@attribute RFLP_RMS_MwoI numeric
@attribute RFLP_RMS_NaeI numeric
@attribute RFLP_RMS_NarI numeric
@attribute RFLP_RMS_NcoI numeric
@attribute RFLP_RMS_NdeI numeric
@attribute RFLP_RMS_NheI numeric
@attribute RFLP_RMS_NlaIII numeric
@attribute RFLP_RMS_NlaIV numeric
@attribute RFLP_RMS_NotI numeric
@attribute RFLP_RMS_NruI numeric
@attribute RFLP_RMS_NspBII numeric
@attribute RFLP_RMS_NspI numeric
@attribute RFLP_RMS_OliI numeric
@attribute RFLP_RMS_PacI numeric
@attribute RFLP_RMS_PasI numeric
@attribute RFLP_RMS_PcsI numeric
@attribute RFLP_RMS_PflMI numeric
@attribute RFLP_RMS_PfoI numeric
@attribute RFLP_RMS_PmaCI numeric
@attribute RFLP_RMS_PmeI numeric
@attribute RFLP_RMS_PpuMI numeric
@attribute RFLP_RMS_PshAI numeric
@attribute RFLP_RMS_PsiI numeric
@attribute RFLP_RMS_PspXI numeric
@attribute RFLP_RMS_PstI numeric
@attribute RFLP_RMS_PvuI numeric
@attribute RFLP_RMS_PvuII numeric
@attribute RFLP_RMS_RsaI numeric
@attribute RFLP_RMS_RsrII numeric
@attribute RFLP_RMS_SacI numeric
@attribute RFLP_RMS_SacII numeric
@attribute RFLP_RMS_SalI numeric
@attribute RFLP_RMS_SanDI numeric
@attribute RFLP_RMS_SauI numeric
@attribute RFLP_RMS_ScaI numeric
@attribute RFLP_RMS_ScrFI numeric
@attribute RFLP_RMS_SduI numeric
@attribute RFLP_RMS_SecI numeric
@attribute RFLP_RMS_SetI numeric
@attribute RFLP_RMS_SexAI numeric
@attribute RFLP_RMS_SfeI numeric
@attribute RFLP_RMS_SfiI numeric
@attribute RFLP_RMS_SgeI numeric
@attribute RFLP_RMS_SgfI numeric
@attribute RFLP_RMS_SgrAI numeric
@attribute RFLP_RMS_SgrDI numeric
@attribute RFLP_RMS_SmaI numeric
@attribute RFLP_RMS_SmlI numeric
@attribute RFLP_RMS_SnaBI numeric
@attribute RFLP_RMS_SpeI numeric
@attribute RFLP_RMS_SphI numeric
@attribute RFLP_RMS_SplI numeric
@attribute RFLP_RMS_SrfI numeric
@attribute RFLP_RMS_Sse232I numeric
@attribute RFLP_RMS_Sse8387I numeric
@attribute RFLP_RMS_Sse8647I numeric
@attribute RFLP_RMS_SspI numeric
@attribute RFLP_RMS_StuI numeric
@attribute RFLP_RMS_StyI numeric
@attribute RFLP_RMS_SwaI numeric
@attribute RFLP_RMS_TaqI numeric
@attribute RFLP_RMS_TatI numeric
@attribute RFLP_RMS_TauI numeric
@attribute RFLP_RMS_TfiI numeric
@attribute RFLP_RMS_TseI numeric
@attribute RFLP_RMS_Tsp45I numeric
@attribute RFLP_RMS_Tsp4CI numeric
@attribute RFLP_RMS_TspEI numeric
@attribute RFLP_RMS_TspRI numeric
@attribute RFLP_RMS_Tth111I numeric
@attribute RFLP_RMS_VspI numeric
@attribute RFLP_RMS_XbaI numeric
@attribute RFLP_RMS_XcmI numeric
@attribute RFLP_RMS_XhoI numeric
@attribute RFLP_RMS_XhoII numeric
@attribute RFLP_RMS_XmaIII numeric
@attribute RFLP_RMS_XmnI numeric
@attribute Class {HIV1_M,HIV1_N,HIV1_O,HIV1_P}

@data
4608.229,9057,1463.371,9057,3115.446,3118.081,2383.405,4717.100,697.822,1294.397,355.725,2550.379,584.542,1748.489,9057,4775.003,854.220,9057,542.980,9057,6388.023,760.891,2998.747,2922.791,4581.445,4721.321,3209.910,3568.479,3266.610,563.064,9057,4545.602,9057,2062.958,550.412,1932.150,4614.647,3096.619,9057,5799.122,2355.976,742.509,3508.416,2805.252,2922.907,9057,108.997,350.727,475.485,567.695,1696.202,3068.347,5485.384,4157.676,5361.095,3470.961,2461.916,9057,506.867,4531.904,4643.650,82.668,563.064,9057,9057,9057,2220.787,952.377,2967.616,584.558,927.517,1819.072,1391.897,2220.716,6272.739,4973.581,468.649,9057,1401.601,513.874,479.087,3739.733,3747.671,4529.049,527.121,2456.125,396.845,9057,567.700,9057,3522.089,9057,251.875,1088.028,6013.419,578.412,4529.080,9057,5146.628,4530.351,3161.814,331.114,517.924,9057,9057,2057.645,1794.049,3903.547,4821.274,9057,9057,2431.987,6059.040,9057,9057,1855.459,4590.760,1560.445,9057,2067.926,9057,3960.635,339.680,9057,1761.364,9057,9057,4181.068,3393.682,1670.968,477.266,745.312,629.141,108.200,4132.534,1352.821,9057,24.110,9057,9057,9057,6389.434,1335.594,9057,9057,9057,9057,9057,9057,4538.526,5148.530,1625.852,3744.605,1490.110,9057,5508.625,520.819,2611.111,629.586,591.454,915.665,493.434,174.061,416.962,2909.558,1821.685,4991.514,2799.512,9057,1074.026,9057,2147.288,HIV1_O
9793,9793,2438.973,9793,6487.295,9793,3012.287,9793,1149.468,1007.683,297.049,2430.001,476.911,1421.012,5692.119,4812.548,712.057,9793,525.278,9793,5316.064,642.794,2753.411,6398.906,3292.332,5008.340,4418.228,3903.348,4218.962,653.842,9793,5151.749,9793,3144.870,514.492,1200.403,4933.673,3012.287,4418.228,3413.709,2573.999,908.845,1988.767,3590.907,6400.193,9793,110.315,271.808,453.475,389.484,2549.944,3731.169,5646.757,3261.749,5537.661,5745.324,3035.981,2310.193,416.192,4231.884,4710.170,88.271,653.842,3749.209,9793,9793,3081.962,801.644,4347.055,476.977,920.725,1803.241,1044.893,3081.881,3890.924,4118.100,528.465,5266.997,1193.065,382.800,524.471,6451.350,2078.875,9793,306.775,9793,390.571,9793,389.478,9793,1668.348,9793,250.214,1076.320,9793,411.172,9793,6487.295,3261.749,9793,5045.594,338.722,481.631,9793,9793,2303.686,2020.281,5293.946,9793,5000.492,9793,3458.530,2311.276,9793,5315.364,2784.371,9793,2392.654,9793,3124.921,9793,3334.869,302.505,9793,1635.244,9793,9793,9793,9793,2390.959,369.860,764.287,465.759,127.790,3423.768,1048.038,9793,24.222,9793,9793,9793,5316.112,1752.895,9793,5483.089,9793,9793,9793,9793,9793,3071.001,1520.825,1707.043,1116.924,5462.100,2332.942,511.305,2666.492,629.847,718.524,1272.557,689.611,213.008,387.787,2755.853,3083.261,2162.212,3986.906,9793,973.432,9793,6067.717,HIV1_O
9754,9754,2629.721,9754,3205.337,4877.656,3394.680,5938.322,751.542,2136.640,256.922,2400.805,461.031,2018.714,5524.414,6392.716,824.614,9754,494.801,9754,5303.423,740.913,1984.722,3755.954,3289.656,3595.543,5938.322,2358.950,3264.801,637.897,5667.442,5048.579,9754,1809.359,484.321,1854.429,3509.611,3812.999,9754,3551.123,2565.546,645.102,2653.085,3519.339,3756.766,9754,106.440,337.997,450.512,551.646,2442.650,3328.635,3968.112,3423.248,9754,9754,3898.824,4386.429,463.279,6019.881,4674.920,80.066,637.897,9754,9754,6361.147,2781.479,760.413,6440.153,461.105,900.385,1703.357,1095.818,2781.472,5140.190,4122.235,615.296,6876.644,1774.191,410.582,694.369,6406.961,9754,9754,312.189,5666.933,466.111,9754,551.682,9754,1782.875,9754,282.883,1070.724,4534.193,642.747,9754,6442.112,3423.248,3402.075,1734.504,316.990,457.674,9754,9754,2210.965,1605.549,3383.653,9754,9754,9754,2535.002,5304.266,9754,5301.650,2784.862,3383.860,2087.438,9754,2701.035,9754,3211.539,349.126,9754,1398.474,9754,9754,9754,4983.960,1835.757,421.931,672.203,567.314,99.868,3932.740,927.279,9754,23.305,9754,9754,9754,5303.480,1028.591,9754,3274.567,9754,9754,9754,9754,9754,5318.648,1496.666,3365.011,1021.006,9754,5628.109,687.503,2803.443,827.891,676.869,1200.300,754.464,199.672,367.103,2750.064,2807.312,2066.597,3538.226,9754,876.277,9754,2042.592,HIV1_O
8654,8654,1523.035,8654,6048.306,2843.304,8654,8654,609.504,2015.381,288.655,2440.296,430.375,2128.075,8654,3811.719,929.932,8654,552.660,8654,5083.419,1006.770,1801.731,5931.457,3416.669,5842.637,8654,3474.652,2624.136,438.269,5998.220,8654,8654,2685.222,484.634,2160.008,2060.372,8654,8654,8654,2637.429,796.683,5082.895,8654,5930.089,5667.321,94.063,253.023,382.541,461.295,2026.470,8654,5160.453,3394.336,8654,8654,1949.814,5010.350,349.890,1785.275,6005.843,82.083,438.269,8654,8654,8654,3530.140,689.899,6046.210,430.409,1256.520,2074.651,1575.077,3530.054,5917.113,1952.195,532.386,8654,5082.895,331.492,412.619,2715.697,8654,8654,403.297,5997.528,594.491,8654,461.346,8654,2868.945,8654,231.513,1001.764,8654,526.112,8654,6048.306,3394.336,8654,8654,413.912,716.540,8654,8654,2163.332,3678.714,4394.013,4750.214,5671.198,5691.286,2965.569,2091.513,8654,8654,2026.470,4352.451,3329.996,8654,2465.142,8654,8654,564.024,8654,2759.929,8654,8654,8654,3189.022,8654,340.947,938.304,672.577,108.644,3387.067,1247.335,4608.850,24.184,8654,8654,8654,5082.370,1378.774,5998.220,3401.511,4763.925,8654,8654,8654,8654,2969.230,2144.770,2486.676,1205.000,8654,2842.433,1051.918,2184.876,760.094,490.827,1173.229,522.671,187.431,509.301,4367.039,1188.262,6084.049,2109.455,8654,1062.307,8654,2861.616,HIV1_P
9869,9869,1914.569,9869,6525.176,2382.966,5323.183,9869,622.856,1803.358,265.428,2926.088,419.324,2057.625,9869,3985.012,1201.340,9869,563.272,5506.802,2672.900,1098.064,1973.182,6363.775,3771.002,6281.874,9869,3940.894,1483.968,424.655,9869,5323.645,9869,2765.483,427.752,2349.710,2480.243,5323.183,9869,9869,3641.199,677.898,3073.783,9869,6362.512,6120.829,88.278,249.246,376.346,394.798,2135.463,9869,3839.699,3777.508,5323.346,9869,2159.586,5532.793,333.695,2019.005,4356.212,90.751,424.655,9869,9869,9869,3623.099,680.383,6523.213,419.318,1112.782,2200.528,1566.245,3623.010,6401.195,1729.323,530.635,9869,3073.890,342.049,392.670,2940.526,4989.753,9869,347.568,9869,557.353,9869,394.798,9869,1924.343,9869,222.243,867.825,9869,627.464,9869,6525.176,3777.508,9869,5235.460,417.964,702.641,9869,9869,1927.252,2589.545,3506.583,5300.879,6168.500,6142.794,2419.688,2390.225,9869,5325.334,2135.463,4960.020,3565.009,9869,2211.598,9869,5324.185,546.503,9869,2316.682,9869,9869,9869,3557.711,9869,304.440,804.716,561.158,107.975,3711.771,1244.757,5173.564,23.914,9869,9869,9869,5624.161,1216.563,9869,3978.150,5313.024,9869,9869,9869,9869,3284.772,2367.817,2554.720,1399.414,9869,2802.606,1066.223,2725.659,786.101,445.329,1197.935,490.058,218.411,410.049,4965.893,1069.648,5328.116,2392.395,9869,791.012,9869,3164.891,HIV1_P
9238,9238,1628.025,9238,5153.460,6113.525,3154.781,9238,737.077,1696.202,318.211,2704.561,488.140,2184.351,5699.481,3946.802,892.295,9238,564.031,9238,4909.797,1052.339,1318.719,5974.252,4657.165,3673.725,9238,3642.400,2645.248,396.120,4097.390,4672.342,9238,2481.946,445.440,3360.515,1963.284,4976.133,9238,9238,3510.033,683.497,3173.316,9238,4260.565,5733.060,93.781,252.477,340.121,481.427,1910.231,9238,3714.391,2954.165,6423.586,4651.630,2035.153,5149.747,351.464,4064.224,3096.809,83.805,396.120,9238,9238,9238,2446.650,759.226,3759.069,488.118,1305.361,1961.173,1076.735,2446.506,3225.584,3323.724,674.245,9238,3173.656,344.438,468.314,3760.850,4723.903,9238,296.908,3164.161,661.931,9238,481.461,9238,1893.268,9238,250.438,844.577,9238,551.134,9238,6456.337,3476.917,3514.493,3321.449,406.989,648.858,9238,9238,1873.812,2912.092,2793.365,4921.561,6078.286,9238,4906.883,2650.826,9238,6249.067,2083.287,4679.815,3278.068,9238,1526.990,9238,4716.007,520.439,9238,2880.853,9238,9238,9238,2988.359,9238,319.029,717.826,514.027,101.878,3519.756,1120.851,4799.811,22.308,9238,9238,9238,6022.097,2225.406,5064.903,2504.201,4933.050,9238,9238,9238,9238,3014.007,2733.543,2490.515,1046.355,9238,3507.395,1271.668,3695.080,1234.600,414.803,1281.366,482.370,164.140,490.046,4629.257,1339.690,6492.072,2862.161,9238,1019.092,9238,3159.230,HIV1_P
9238,9238,1628.025,9238,5153.460,6113.525,3154.781,9238,737.077,1696.202,318.211,2704.561,488.140,2184.351,5699.481,3946.802,892.295,9238,564.031,9238,4909.797,1052.339,1318.719,5974.252,4657.165,3673.725,9238,3642.400,2645.248,396.120,4097.390,4672.342,9238,2481.946,445.440,3360.515,1963.284,4976.133,9238,9238,3510.033,683.497,3173.316,9238,4260.565,5733.060,93.781,252.477,340.121,481.427,1910.231,9238,3714.391,2954.165,6423.586,4651.630,2035.153,5149.747,351.464,4064.224,3096.809,83.805,396.120,9238,9238,9238,2446.650,759.226,3759.069,488.118,1305.361,1961.173,1076.735,2446.506,3225.584,3323.724,674.245,9238,3173.656,344.438,468.314,3760.850,4723.903,9238,296.908,3164.161,661.931,9238,481.461,9238,1893.268,9238,250.438,844.577,9238,551.134,9238,6456.337,3476.917,3514.493,3321.449,406.989,648.858,9238,9238,1873.812,2912.092,2793.365,4921.561,6078.286,9238,4906.883,2650.826,9238,6249.067,2083.287,4679.815,3278.068,9238,1526.990,9238,4716.007,520.439,9238,2880.853,9238,9238,9238,2988.359,9238,319.029,717.826,514.027,101.878,3519.756,1120.851,4799.811,22.308,9238,9238,9238,6022.097,2225.406,5064.903,2504.201,4933.050,9238,9238,9238,9238,3014.007,2733.543,2490.515,1046.355,9238,3507.395,1271.668,3695.080,1234.600,414.803,1281.366,482.370,164.140,490.046,4629.257,1339.690,6492.072,2862.161,9238,1019.092,9238,3159.230,HIV1_P
8750,8750,1168.803,8750,5108.267,3249.436,4577.079,8750,759.480,1129.816,277.607,1607.950,420.063,3503.498,5396.872,4551.997,527.305,8750,652.342,8750,8750,1456.999,2052.514,2499.440,8750,4053.107,6087.603,8750,2873.830,725.497,4909.191,4459.498,8750,2228.617,847.311,3825.911,8750,4577.079,6087.603,8750,1601.410,1056.147,2758.892,4425.703,1835.615,5463.804,96.272,292.953,496.775,513.408,3184.545,8750,3248.689,5997.936,4245.274,4476.531,3328.103,3771.875,480.945,4466.210,8750,84.685,725.497,5106.719,8750,8750,2867.079,804.200,4476.955,420.031,2506.378,1810.349,2163.350,2867.494,1609.722,5981.544,435.080,5126.423,1651.091,589.126,440.570,4452.849,2885.815,8750,424.427,4908.737,791.015,8750,513.423,8750,4435.649,8750,251.155,840.968,8750,516.522,8750,8750,8750,2224.086,3952.691,354.151,723.475,8750,8750,1437.429,1655.721,3434.641,8750,8750,8750,4377.021,3486.305,4909.191,8750,4138.420,4442.938,8750,8750,3411.570,8750,1591.900,435.153,8750,4810.470,8750,8750,8750,3004.059,2664.450,447.687,1240.439,602.639,132.024,5259.390,809.602,8750,27.323,8750,8750,8750,8750,1854.663,8750,4504.659,4646.825,8750,8750,8750,8750,5133.734,1571.578,3357.509,1375.127,5810.645,2628.891,811.235,5108.267,518.557,744.431,1887.659,330.256,162.436,477.976,8750,2498.351,2899.266,2737.095,8750,1748.822,8750,4099.467,HIV1_M
9015,9015,1469.335,9015,5261.239,5630.702,5230.547,9015,738.011,755.895,279.643,2462.053,550.004,3091.409,3231.855,6332.986,719.038,9015,704.836,9015,2721.569,1278.156,2160.542,2364.815,4556.509,9015,6229.916,9015,1693.234,651.905,4695.540,3088.458,9015,1830.230,541.732,6101.657,9015,5230.547,6229.916,9015,1932.955,798.962,1991.367,9015,2027.350,5615.755,96.003,270.507,431.462,482.763,2136.994,4734.217,5694.249,5339.077,5353.596,3185.028,3420.892,3666.525,393.986,5011.134,9015,87.078,651.905,5259.693,9015,9015,2174.747,859.863,2710.913,550.001,2153.655,2557.585,1575.313,2174.944,1693.905,5039.426,431.844,3676.669,1798.760,620.072,408.182,3723.853,4664.114,9015,374.895,3105.833,701.960,9015,482.671,9015,2166.046,9015,243.599,1115.903,9015,512.651,9015,9015,5339.077,2601.360,6362.558,362.064,619.773,9015,9015,1662.979,2023.216,5379.100,9015,5578.408,4851.206,3289.150,6033.379,4695.540,9015,4224.908,4573.217,3328.453,9015,2966.060,9015,1814.423,404.984,9015,3416.865,9015,9015,9015,2235.777,2935.355,364.032,896.212,578.281,115.049,9015,751.008,9015,26.506,9015,9015,9015,4562.223,1813.063,9015,5803.468,5600.880,9015,9015,9015,9015,9015,2037.678,3350.705,1199.532,5910.081,1843.219,873.496,2400.324,569.314,765.255,1548.038,402.730,170.953,579.713,4624.019,3040.317,2513.617,2540.591,9015,892.467,9015,5145.425,HIV1_M
8801,8801,1340.858,8801,5123.710,4424.425,2435.936,4549.933,541.919,2031.047,280.900,2369.122,518.881,3016.156,4425.682,8801,919.948,8801,500.793,4442.236,6057.294,825.997,1851.447,2803.900,8801,2579.757,3653.548,8801,3277.784,941.196,8801,4490.892,8801,2398.196,642.218,2759.994,8801,2435.936,6066.234,8801,2501.642,897.231,2660.862,4549.933,1730.617,5476.793,98.315,285.504,330.091,539.251,1267.704,8801,5961.280,4424.948,4275.535,4494.520,2852.396,3015.712,491.430,3004.664,5614.896,81.905,941.196,5122.174,8801,8801,2866.833,883.864,4494.927,518.873,2674.597,2142.957,1416.071,2867.242,1217.378,2192.090,474.653,3588.305,2060.404,535.612,385.066,4472.003,2482.047,8801,519.178,3485.915,624.073,8801,539.277,8801,2798.219,8801,278.437,1140.905,8801,625.226,8801,8801,4424.948,2546.135,6208.415,347.146,556.025,8801,8801,1624.663,1228.644,3506.172,8801,5440.111,8801,3239.975,3111.124,8801,8801,2447.196,4473.795,4354.799,8801,3368.167,8801,2036.363,320.036,8801,2674.597,8801,8801,5443.052,3019.667,1636.723,463.876,1072.998,706.850,124.503,8801,923.735,8801,26.337,8801,8801,8801,8801,1915.207,8801,8801,5533.876,8801,8801,8801,8801,8801,2267.307,4639.378,1186.534,5849.262,2561.515,592.658,5123.710,852.568,970.538,1196.824,333.828,198.866,679.377,5553.337,3766.000,4467.791,3199.545,6057.294,1668.787,8801,3094.087,HIV1_M
9060,9060,1101.055,9060,5254.757,3700.739,5100.054,9060,515.744,1319.680,269.103,1547.935,515.656,3609.310,2333.840,6350.772,666.041,9060,461.166,4574.568,5085.432,802.973,2193.900,2909.042,4860.611,5296.266,6238.303,9060,3103.445,836.524,4126.555,9060,9060,1559.600,578.387,2060.175,4613.732,5100.054,6238.303,4837.077,2286.641,1205.375,3719.712,9060,2909.587,5603.954,97.088,301.948,582.044,620.427,1636.558,9060,3328.766,4770.944,5627.001,9060,2430.738,9060,370.905,3214.816,5704.471,80.867,836.524,5253.237,9060,9060,3259.469,828.304,9060,515.624,3169.414,2198.901,976.069,3259.870,3714.267,6392.967,792.393,4778.529,3172.630,521.301,453.109,3227.872,2955.828,9060,461.225,3305.111,551.994,9060,620.352,9060,3101.234,9060,254.718,878.770,9060,688.515,9060,9060,4770.944,3295.587,3735.572,379.968,502.273,9060,9060,2028.806,1442.948,2527.878,9060,9060,4603.262,3175.377,3213.373,9060,9060,2149.548,4596.154,2236.866,9060,3332.158,9060,2239.958,336.049,9060,3696.648,9060,9060,3987.402,5019.046,4022.586,359.695,785.938,589.253,115.875,5403.140,1001.240,9060,25.180,9060,9060,9060,6359.890,1041.556,9060,3937.671,6060.493,9060,9060,9060,9060,5267.981,1290.829,5051.349,1150.288,4758.545,2406.020,702.028,4232.275,891.782,884.448,1296.769,393.853,189.637,417.825,9060,2016.799,6091.148,2491.611,9060,1308.632,9060,1938.076,HIV1_M
8972,8972,1353.365,8972,5207.708,4504.065,3642.179,8972,677.535,1623.522,302.227,2440.222,385.951,5066.579,3360.531,3918.370,634.932,8972,572.043,6340.627,6109.836,1070.762,2108.608,3335.380,8972,3113.396,6191.932,8972,3875.204,562.606,8972,4938.045,8972,1854.406,542.962,3096.160,4565.818,3642.179,6191.932,8972,2532.101,1051.013,2234.706,8972,2810.268,5557.801,98.171,271.022,571.129,605.250,1401.116,8972,5635.523,2662.939,4308.752,8972,3414.541,4818.900,388.465,8972,5637.945,89.617,562.606,5206.185,8972,8972,1824.593,630.892,6174.039,385.915,3388.331,2178.032,1865.381,1824.822,5210.249,2758.458,666.469,8972,2033.295,663.622,473.806,3193.633,2930.347,8972,392.328,8972,811.771,8972,605.252,8972,3388.570,8972,295.258,928.841,8972,633.500,8972,8972,5278.083,2745.211,6332.858,365.875,601.737,8972,8972,1383.343,1582.116,3409.188,8972,8972,8972,3138.215,3178.591,8972,8972,1832.017,4548.263,4035.602,8972,2010.760,8972,1551.925,375.066,8972,6328.625,8972,8972,8972,4975.470,3880.206,359.428,1278.637,716.871,127.612,5356.447,920.155,8972,25.680,8972,8972,8972,8972,987.671,8972,4174.051,4698.490,8972,8972,8972,8972,3103.111,1640.019,2380.583,1441.515,8972,2479.867,811.268,4160.996,785.449,592.004,1265.484,410.045,166.398,426.932,8972,2682.720,3576.146,2816.625,6109.836,1511.954,8972,8972,HIV1_M
8832,8832,1050.748,5362.919,5129.635,3140.079,3003.597,8832,574.171,1377.260,304.874,1445.114,518.909,2556.387,2870.900,5958.948,823.783,8832,565.765,4455.637,6081.268,935.441,2733.610,3309.150,8832,5222.452,6090.213,8832,4775.582,565.557,5768.882,3383.374,8832,1824.468,721.111,2213.293,4510.612,3563.768,6090.213,8832,2514.232,1308.260,4450.147,8832,2795.314,5536.242,97.739,339.490,485.523,634.977,2051.860,8832,3262.578,3568.897,4294.717,8832,3340.570,8832,417.568,3138.232,8832,89.415,565.557,5128.109,8832,8832,3102.403,919.468,8832,518.854,2977.127,2890.625,1330.550,3102.801,3077.484,3576.937,589.548,8832,2571.827,518.437,421.793,3138.809,2891.465,8832,425.036,2292.603,682.431,8832,634.811,8832,3315.437,8832,244.913,1113.221,8832,651.201,8832,8832,8832,3200.803,4502.048,388.075,628.132,8832,8832,1661.925,1546.539,5246.073,8832,8832,5539.863,3103.070,3124.263,5768.882,8832,2748.670,4491.670,3085.673,8832,3852.786,8832,1883.618,349.904,8832,3612.613,8832,8832,8832,4885.607,5000.008,397.196,1008.517,798.611,131.428,5278.704,1189.160,8832,26.256,8832,8832,8832,8832,1232.715,8832,5767.595,8832,8832,8832,8832,8832,5193.298,1896.286,5035.619,1512.823,5876.409,1953.368,711.640,3673.509,696.605,633.924,1244.576,342.132,173.430,512.678,8832,2053.848,4485.580,2199.600,8832,1906.752,8832,3040.376,HIV1_M
9719,9719,1532.002,9719,6437.065,2633.589,3270.490,3539.252,742.837,984.894,246.212,1812.769,402.207,2073.087,5633.329,5166.528,773.278,9719,512.577,9719,3640.518,996.161,2839.929,3525.612,6056.945,5433.422,2592.410,9719,2069.339,579.603,6633.587,5558.960,6389.428,1484.768,796.600,1972.579,9719,3270.490,5251.615,9719,2354.355,885.764,2609.568,3539.252,2935.555,6312.175,87.796,366.031,471.818,399.585,1864.369,3475.032,9719,4927.452,4431.101,9719,3775.533,3587.548,435.254,2775.014,6296.885,110.696,579.603,6388.130,9719,9719,3004.473,660.189,6435.098,402.183,2508.268,1643.095,1796.512,3004.408,2300.039,1936.730,524.205,9719,1519.326,617.172,424.978,3763.172,2332.122,9719,369.159,4243.021,458.779,9719,399.585,9719,2582.122,9719,257.609,1009.087,9719,574.763,9719,6437.065,4927.452,3599.783,5420.068,443.152,538.980,9719,9719,1204.435,1931.514,5809.424,9719,5084.708,9719,3414.422,3480.444,6633.587,9719,2183.170,4881.554,2949.920,9719,5954.140,9719,1501.800,279.940,9719,2876.834,9719,4947.034,4341.697,2191.311,1562.844,385.950,1019.860,469.473,127.601,9719,861.089,9719,24.830,9719,4866.802,9719,9719,1378.308,9719,5903.727,5938.004,9719,9719,9719,9719,5409.042,2157.495,3632.960,1162.170,9719,1897.330,517.407,2307.517,961.392,684.761,966.138,464.761,198.553,520.677,9719,3634.816,9719,4916.351,6317.923,819.356,9719,2538.348,HIV1_M
